Name,Address,City,State,Zip Code,Phone Number,Full Address,Rating,Review Count,URL
Twenty400 Luxury Apartment Homes,2400 24th Road South,Arlington,VA,22206,+1-877-655-1071,"2400 24th Road South,Arlington, VA 22206",2.5,23,http://www.yelp.com/biz/twenty400-luxury-apartment-homes-arlington
Crystal Square Apartments,1515 Jefferson Davis Hwy,Arlington,VA,22202,+1-703-935-4802,"1515 Jefferson Davis Hwy,Pentagon City,Arlington, VA 22202",2.5,7,http://www.yelp.com/biz/crystal-square-apartments-arlington
Sheffield Court Apartments,701 North Wayne St,Arlington,VA,22201,+1-703-527-7700,"701 North Wayne St,Arlington, VA 22201",3.0,26,http://www.yelp.com/biz/sheffield-court-apartments-arlington
Ashley Apartments,3472 Andrew Ct,Laurel,MD,20724,+1-301-498-1105,"3472 Andrew Ct,Laurel, MD 20724",1.0,3,http://www.yelp.com/biz/ashley-apartments-laurel
Oakfield,2030 Georgian Woods Pl,Silver Spring,MD,20902,+1-301-942-2289,"2030 Georgian Woods Pl,Silver Spring, MD 20902",1.0,2,http://www.yelp.com/biz/oakfield-silver-spring
Skyland Apts,2333 Skyland Place SE,Washington,DC,20020,+1-202-601-4212,"2333 Skyland Place SE,Hillcrest,Washington, DC 20020",1.0,1,http://www.yelp.com/biz/skyland-apts-washington-2
Woodland Landing Apts,10023 Greenbelt Rd,Lanham,MD,20706,+1-301-794-8100,"10023 Greenbelt Rd,Lanham, MD 20706",1.0,1,http://www.yelp.com/biz/woodland-landing-apts-lanham
Ridgewood Apartment Homes,4101 Postgate Terrace,Silver Spring,MD,20906,+1-877-905-0084,"4101 Postgate Terrace,Silver Spring, MD 20906",3.0,6,http://www.yelp.com/biz/ridgewood-apartment-homes-silver-spring
Richmond Square,900 North Randolph Street,Arlington,VA,22203,+1-703-908-0900,"900 North Randolph Street,Ballston,Arlington, VA 22203",3.5,8,http://www.yelp.com/biz/richmond-square-arlington
Virginia Square Plaza,3701 Fairfax Dr,Arlington,VA,22203,+1-703-522-6427,"3701 Fairfax Dr,Virginia Square,Arlington, VA 22203",5.0,1,http://www.yelp.com/biz/virginia-square-plaza-arlington
Westgate Laurel,8114 Gorman Ave,Laurel,MD,20707,+1-301-953-2881,"8114 Gorman Ave,Laurel, MD 20707",1.0,1,http://www.yelp.com/biz/westgate-laurel-laurel
Summit Hills Apartment,1701 E West Hwy,Silver Spring,MD,20910,+1-888-613-6975,"1701 E West Hwy,Silver Spring, MD 20910",2.5,15,http://www.yelp.com/biz/summit-hills-apartment-silver-spring-2
Summit Hills Guard Station,8484 16th St,Silver Spring,MD,20910,+1-301-588-2348,"8484 16th St,Silver Spring, MD 20910",5.0,1,http://www.yelp.com/biz/summit-hills-guard-station-silver-spring
Halstead Tower by Windsor,4380 King St,Alexandria,VA,22302,+1-866-289-8129,"4380 King St,Alexandria, VA 22302",4.0,4,http://www.yelp.com/biz/halstead-tower-by-windsor-alexandria
Avalon At Arlington Square,2350 26th Court South,Arlington,VA,22206,+1-571-319-8066,"2350 26th Court South,Arlington, VA 22206",2.5,29,http://www.yelp.com/biz/avalon-at-arlington-square-arlington
Dorchester Towers,2001 Columbia Pike,Arlington,VA,22204,+1-703-979-3800,"2001 Columbia Pike,Arlington, VA 22204",3.5,4,http://www.yelp.com/biz/dorchester-towers-arlington
Aldon Management,4858 Battery Ln,Bethesda,MD,20814,+1-301-915-0093,"4858 Battery Ln,Bethesda, MD 20814",1.5,3,http://www.yelp.com/biz/aldon-management-bethesda
Miramar Apts,1301 15th St NW Apt 221,Washington,DC,20005,+1-202-462-2244,"1301 15th St NW Apt 221,Logan Circle,Washington, DC 20005",1.0,4,http://www.yelp.com/biz/miramar-apts-washington
North Pointe Apartment Homes,5720 29th Ave,Hyattsville,MD,20782,+1-301-559-1200,"5720 29th Ave,Hyattsville, MD 20782",2.0,2,http://www.yelp.com/biz/north-pointe-apartment-homes-hyattsville
Battery Lane Apartments,4887 Battery Ln,Bethesda,MD,20814,+1-301-656-6279,"4887 Battery Ln,Bethesda, MD 20814",2.5,2,http://www.yelp.com/biz/battery-lane-apartments-bethesda
Crystal Plaza,2111 Jefferson Davis Hwy,Arlington,VA,22202,+1-703-415-0660,"2111 Jefferson Davis Hwy,Crystal City,Arlington, VA 22202",3.0,14,http://www.yelp.com/biz/crystal-plaza-arlington-2
Park at Pentagon Row Apartments,801 15th St S,Arlington,VA,22202,+1-703-415-3600,"801 15th St S,Pentagon City,Arlington, VA 22202",2.0,8,http://www.yelp.com/biz/park-at-pentagon-row-apartments-arlington-2
Potomac Towers Apartments,2001 N Adams St,Arlington,VA,22201,+1-703-247-3004,"2001 N Adams St,Arlington, VA 22201",3.5,10,http://www.yelp.com/biz/potomac-towers-apartments-arlington
Liberty Tower Apartments,818 N. Quincy Street,Arlington,VA,22203,+1-703-527-4894,"818 N. Quincy Street,Ballston,Arlington, VA 22203",3.0,17,http://www.yelp.com/biz/liberty-tower-apartments-arlington-2
The Clarendon Apartments,1200 N Herndon Street,Arlington,VA,22201,+1-703-527-3500,"1200 N Herndon Street,Clarendon,Arlington, VA 22201",2.0,11,http://www.yelp.com/biz/the-clarendon-apartments-arlington-2
Penrose Square,2501 9th Rd S,Arlington,VA,22204,+1-703-271-8009,"2501 9th Rd S,Ste 100,Columbia Heights,Arlington, VA 22204",3.0,15,http://www.yelp.com/biz/penrose-square-arlington
Dominion Arms,333 S Glebe Rd,Arlington,VA,22204,+1-703-979-4500,"333 S Glebe Rd,Arlington, VA 22204",5.0,1,http://www.yelp.com/biz/dominion-arms-arlington-2
Arden Pointe,13301 Arden Way,Laurel,MD,20708,+1-240-705-7623,"13301 Arden Way,Laurel, MD 20708",1.5,2,http://www.yelp.com/biz/arden-pointe-laurel
The Morgan Apartments,12000 Chase Crossing Cir,Bethesda,MD,20852,+1-301-230-9300,"12000 Chase Crossing Cir,Bethesda, MD 20852",2.5,3,http://www.yelp.com/biz/the-morgan-apartments-bethesda
Wisteria Mansion Condos,1101 L St NW,Washington,DC,20005,+1-202-216-9270,"1101 L St NW,Apt 205,Logan Circle,Washington, DC 20005",3.0,2,http://www.yelp.com/biz/wisteria-mansion-condos-washington
Courtland Towers,1200 North Veitch Street,Arlington,VA,22201,+1-703-528-2700,"1200 North Veitch Street,Arlington, VA 22201",2.5,15,http://www.yelp.com/biz/courtland-towers-arlington
Strathmore Court at White Flint,5440 Marinelli Road,North Bethesda,MD,20852,+1-301-768-4682,"5440 Marinelli Road,North Bethesda, MD 20852",2.5,2,http://www.yelp.com/biz/strathmore-court-at-white-flint-north-bethesda-2
The Maxwell,4200 Carlin Springs Rd,Arlington,VA,22203,+1-888-703-9597,"4200 Carlin Springs Rd,Ballston,Arlington, VA 22203",3.0,4,http://www.yelp.com/biz/the-maxwell-arlington-2
Macomb Gardens Apartments,3725 Macomb Street NW Apt 109,Washington,DC,20016,+1-202-244-4095,"3725 Macomb Street NW Apt 109,Washington, DC 20016",1.0,1,http://www.yelp.com/biz/macomb-gardens-apartments-washington
The Shawmut,2200 19th Street NW,Washington,DC,20009,+1-202-683-7309,"2200 19th Street NW,Washington, DC 20009",2.0,1,http://www.yelp.com/biz/the-shawmut-washington
Fort Strong Apartments,2000 N Daniel St,Arlington,VA,22201,+1-703-527-1991,"2000 N Daniel St,Arlington, VA 22201",3.5,4,http://www.yelp.com/biz/fort-strong-apartments-arlington
Concord Park At Russett,7903 Orion Circle,Laurel,MD,20724,+1-301-768-4655,"7903 Orion Circle,Laurel, MD 20724",3.0,3,http://www.yelp.com/biz/concord-park-at-russett-laurel-2
Adagio Condominium,6708 Wisconsin Ave,Bethesda,MD,20815,+1-301-652-3994,"6708 Wisconsin Ave,Bethesda, MD 20815",5.0,1,http://www.yelp.com/biz/adagio-condominium-bethesda
Park Adams,2000 N Adams St,Arlington,VA,22201,+1-888-299-9569,"2000 N Adams St,Arlington, VA 22201",2.0,10,http://www.yelp.com/biz/park-adams-arlington-2
Totten Tower,2634 15th St NW,Washington,DC,20009,+1-202-232-5042,"2634 15th St NW,Apt 6I,Columbia Heights,Washington, DC 20009",2.5,3,http://www.yelp.com/biz/totten-tower-washington
Cinnamon Run,3600 Peartree Ct,Silver Spring,MD,20906,+1-301-598-2220,"3600 Peartree Ct,Ste 22,Silver Spring, MD 20906",3.0,3,http://www.yelp.com/biz/cinnamon-run-silver-spring
Paddington Square Apartments,8800 Lanier Dr,Silver Spring,MD,20910,+1-301-588-8820,"8800 Lanier Dr,Silver Spring, MD 20910",1.0,1,http://www.yelp.com/biz/paddington-square-apartments-silver-spring
Westmoreland Apts,2122 California St NW,Washington,DC,20008,+1-202-462-4134,"2122 California St NW,Kalorama,Washington, DC 20008",1.0,1,http://www.yelp.com/biz/westmoreland-apts-washington-2
Deerfield Run Apartments,13300 Deerfield Rd,Laurel,MD,20708,+1-301-953-7244,"13300 Deerfield Rd,Laurel, MD 20708",3.0,1,http://www.yelp.com/biz/deerfield-run-apartments-laurel
AVA Ballston,4650 Washington Blvd,Arlington,VA,22201,+1-571-302-7998,"4650 Washington Blvd,Arlington, VA 22201",2.0,20,http://www.yelp.com/biz/ava-ballston-arlington
Apartment Detectives,Van Ness/Forest Hills,Washington,DC,20008,+1-202-362-7368,"Van Ness/Forest Hills,Washington, DC 20008",3.5,4,http://www.yelp.com/biz/apartment-detectives-washington
Sarbin Towers Apartments,3132 16th Street NW,Washington,DC,20010,+1-866-285-4709,"3132 16th Street NW,Washington, DC 20010",1.5,2,http://www.yelp.com/biz/sarbin-towers-apartments-washington
Borger Managment,1111 14th St  NW,Washington,DC,20005,+1-202-898-1880,"1111 14th St  NW,Ste 200,Washington, DC 20005",1.5,4,http://www.yelp.com/biz/borger-managment-washington
Northampton Apartments,67 Harry S Truman Dr,Largo,MD,20774,+1-301-350-4747,"67 Harry S Truman Dr,Largo, MD 20774",1.0,2,http://www.yelp.com/biz/northampton-apartments-largo
Laurel Square Apartments,13301 Arden Way,Laurel,MD,20708,+1-301-776-8779,"13301 Arden Way,Ste 21,Laurel, MD 20708",2.0,2,http://www.yelp.com/biz/laurel-square-apartments-laurel-3
2201 Pershing Apartments,2209 Pershing Drive,Arlington,VA,22201,+1-703-312-2201,"2209 Pershing Drive,Arlington, VA 22201",3.0,6,http://www.yelp.com/biz/2201-pershing-apartments-arlington-3
Westpark Apartments,2130 P St NW,Washington,DC,20037,+1-202-452-1230,"2130 P St NW,Washington, DC 20037",3.0,5,http://www.yelp.com/biz/westpark-apartments-washington-2
Rollins Park Apartments,1599 E Jefferson St,Rockville,MD,20852,+1-301-881-5646,"1599 E Jefferson St,Rockville, MD 20852",3.5,3,http://www.yelp.com/biz/rollins-park-apartments-rockville
Carrollsburg Condominium,1250 4th Street Sw,Washington,DC,20024,+1-202-554-5780,"1250 4th Street Sw,Washington, DC 20024",3.0,2,http://www.yelp.com/biz/carrollsburg-condominium-washington
Maple Ridge Apartments,2252 Brightseat Rd,Hyattsville,MD,20785,+1-301-773-2727,"2252 Brightseat Rd,Hyattsville, MD 20785",1.0,1,http://www.yelp.com/biz/maple-ridge-apartments-hyattsville
Matthew's Memorial Terrace,2632 Martin Luther King Jr Ave SE,Washington,DC,20020,+1-202-552-2570,"2632 Martin Luther King Jr Ave SE,Anacostia,Washington, DC 20020",1.0,1,http://www.yelp.com/biz/matthews-memorial-terrace-washington
Channel Square Apartments,325 P St SW,Washington,DC,20024,+1-202-488-1160,"325 P St SW,Washington, DC 20024",2.5,8,http://www.yelp.com/biz/channel-square-apartments-washington
Forest Lake Apartments,9869 Good Luck Rd,Lanham,MD,20706,+1-301-577-2096,"9869 Good Luck Rd,Lanham, MD 20706",1.0,1,http://www.yelp.com/biz/forest-lake-apartments-lanham
Avalon Ballston Square,850 N Randolph St,Arlington,VA,22203,+1-571-302-7996,"850 N Randolph St,Ballston,Arlington, VA 22203",3.0,6,http://www.yelp.com/biz/avalon-ballston-square-arlington
Harvard Hall,1650 Harvard St NW,Washington,DC,20009,+1-202-234-7400,"1650 Harvard St NW,Washington, DC 20009",1.0,1,http://www.yelp.com/biz/harvard-hall-washington
Westwood Towers Apartments,5401 Westbard Ave,Bethesda,MD,20816,+1-301-907-3400,"5401 Westbard Ave,Bethesda, MD 20816",1.5,3,http://www.yelp.com/biz/westwood-towers-apartments-bethesda
Zoso Flats,1025 N. Fillmore Street,Arlington,VA,22201,+1-844-325-9092,"1025 N. Fillmore Street,Clarendon,Arlington, VA 22201",2.5,4,http://www.yelp.com/biz/zoso-flats-arlington
St. Paul Senior Living Apartments,1207 S. Addison Rd,Capitol Heights,MD,20743,+1-301-350-1100,"1207 S. Addison Rd,Capitol Heights, MD 20743",5.0,1,http://www.yelp.com/biz/st-paul-senior-living-apartments-capitol-heights-2
The Frasier,615 Swann Avenue,Alexandria,VA,22301,+1-877-215-8589,"615 Swann Avenue,Alexandria, VA 22301",3.5,2,http://www.yelp.com/biz/the-frasier-alexandria
"Daro Management Services, LLC",4600 N Park Ave,Chevy Chase,MD,20815,+1-855-848-6515,"4600 N Park Ave,Ste 200,Chevy Chase, MD 20815",1.5,2,http://www.yelp.com/biz/daro-management-services-llc-chevy-chase
Park Shirlington Apartments,4510 31st St S,Arlington,VA,22206,+1-703-931-1900,"4510 31st St S,Arlington, VA 22206",4.0,5,http://www.yelp.com/biz/park-shirlington-apartments-arlington-2
Barcroft Apartments,1130 S George Mason Dr,Arlington,VA,22204,+1-703-521-3000,"1130 S George Mason Dr,Arlington, VA 22204",4.0,3,http://www.yelp.com/biz/barcroft-apartments-arlington
Hillside Heights,5237 Marlboro Pike Apt 201,Capitol Heights,MD,20743,+1-301-420-1010,"5237 Marlboro Pike Apt 201,Capitol Heights, MD 20743",1.0,2,http://www.yelp.com/biz/hillside-heights-capitol-heights
eaves Glover Park,3850 Tunlaw Rd. NW,Washington,DC,20007,+1-202-337-7555,"3850 Tunlaw Rd. NW,Glover Park,Washington, DC 20007",1.5,2,http://www.yelp.com/biz/eaves-glover-park-washington-2
Palisades,"1464 Rhode Island Ave, NW",Washington,DC,20005,+1-202-483-0200,"1464 Rhode Island Ave, NW,Logan Circle,Washington, DC 20005",2.5,3,http://www.yelp.com/biz/palisades-washington-2
Emes Investments,1719 35th St NW,Washington,DC,20007,+1-202-741-0732,"1719 35th St NW,Washington, DC 20007",1.0,1,http://www.yelp.com/biz/emes-investments-washington
Foxborough Estates,8542 Foxborough Dr,Savage,MD,20763,+1-410-792-2552,"8542 Foxborough Dr,Apt. 1D,Savage, MD 20763",4.0,1,http://www.yelp.com/biz/foxborough-estates-savage
Country Meadows Apartments,9713 Queen Annes Lace,Laurel,MD,20723,+1-410-792-0062,"9713 Queen Annes Lace,Laurel, MD 20723",5.0,1,http://www.yelp.com/biz/country-meadows-apartments-laurel
Valley Vista Condominiums,2032 Belmont Rd NW,Washington,DC,20009,+1-202-462-4001,"2032 Belmont Rd NW,Washington, DC 20009",3.5,3,http://www.yelp.com/biz/valley-vista-condominiums-washington
Camden Russett,8500 Summit View Road,Laurel,MD,20724,+1-866-796-5453,"8500 Summit View Road,Laurel, MD 20724",1.0,1,http://www.yelp.com/biz/camden-russett-laurel-2
Hickory Hill Apartments,3613 Silver Park Dr Apt 302,Suitland,MD,20746,+1-301-423-1750,"3613 Silver Park Dr Apt 302,Suitland, MD 20746",1.5,2,http://www.yelp.com/biz/hickory-hill-apartments-suitland
Taft Towers Res Mgr,1210 N Taft St Apt 101,Arlington,VA,22201,+1-703-525-6497,"1210 N Taft St Apt 101,Arlington, VA 22201",3.5,2,http://www.yelp.com/biz/taft-towers-res-mgr-arlington
Archstone-Smith,2020 F Street NW,Washington,DC,20006,+1-202-331-8827,"2020 F Street NW,Foggy Bottom,Washington, DC 20006",1.0,1,http://www.yelp.com/biz/archstone-smith-washington
The Enclave at Emerson,8450 Upper Sky Way,Laurel,MD,20723,+1-410-415-1631,"8450 Upper Sky Way,Laurel, MD 20723",3.0,2,http://www.yelp.com/biz/the-enclave-at-emerson-laurel-2
Winexburg Manor,2301 Glenallan Ave,Silver Spring,MD,20906,+1-301-933-4848,"2301 Glenallan Ave,Silver Spring, MD 20906",1.5,2,http://www.yelp.com/biz/winexburg-manor-silver-spring
Cherry Hill,2118 North Monroe Street,Arlington,VA,22207,+1-703-522-8755,"2118 North Monroe Street,Arlington, VA 22207",4.0,2,http://www.yelp.com/biz/cherry-hill-arlington
Bailey's Crossing,3602 South 14th St,Alexandria,VA,22302,+1-703-931-3600,"3602 South 14th St,Skyline,Alexandria, VA 22302",3.5,4,http://www.yelp.com/biz/baileys-crossing-alexandria
Point at Pentagon City,1201 S Eads St,Arlington,VA,22202,+1-703-920-2166,"1201 S Eads St,Pentagon City,Arlington, VA 22202",1.0,9,http://www.yelp.com/biz/point-at-pentagon-city-arlington
Fox Club Apartments,1935 Brooks Dr Ste 204,Capitol Heights,MD,20743,+1-301-736-3194,"1935 Brooks Dr Ste 204,Capitol Heights, MD 20743",3.0,1,http://www.yelp.com/biz/fox-club-apartments-capitol-heights
Braddock Lee Apartments,"2423 Menokin Drive, #11",Alexandria,VA,22302,+1-703-933-7595,"2423 Menokin Drive, #11,Alexandria, VA 22302",3.5,6,http://www.yelp.com/biz/braddock-lee-apartments-alexandria
Atrium Condominium,1530 Key Blvd Apt 602,Arlington,VA,22209,+1-703-243-6969,"1530 Key Blvd Apt 602,Rosslyn,Arlington, VA 22209",4.0,1,http://www.yelp.com/biz/atrium-condominium-arlington
Woodmont Park Apartments,1001 Rockville Pike Apt 503,Rockville,MD,20852,+1-301-424-4255,"1001 Rockville Pike Apt 503,Rockville, MD 20852",5.0,1,http://www.yelp.com/biz/woodmont-park-apartments-rockville
Historic Ballston Park Apts,351 N Glebe Rd,Arlington,VA,22203,+1-703-526-9600,"351 N Glebe Rd,Arlington, VA 22203",2.5,10,http://www.yelp.com/biz/historic-ballston-park-apts-arlington
Girard House,744 Girard Street NW,Washington,DC,20001,+1-202-234-5585,"744 Girard Street NW,Columbia Heights,Washington, DC 20001",1.0,1,http://www.yelp.com/biz/girard-house-washington
Oxon Park Apartments,2603 Southern Ave,Temple Hills,MD,20748,+1-301-894-3030,"2603 Southern Ave,Temple Hills, MD 20748",1.0,1,http://www.yelp.com/biz/oxon-park-apartments-temple-hills
Steward Manor Apartments,106 Morris Dr,Laurel,MD,20707,+1-301-776-5353,"106 Morris Dr,Laurel, MD 20707",2.0,1,http://www.yelp.com/biz/steward-manor-apartments-laurel
Residences at Congressional Village,198 Halpine Rd,Rockville,MD,20852,+1-877-427-5404,"198 Halpine Rd,Rockville, MD 20852",2.0,17,http://www.yelp.com/biz/residences-at-congressional-village-rockville-2
The Cambridge Apartments,1221 Massachusetts Ave NW,Washington,DC,20005,+1-202-628-7368,"1221 Massachusetts Ave NW,Logan Circle,Washington, DC 20005",3.0,4,http://www.yelp.com/biz/the-cambridge-apartments-washington
Steward Towers,200 Fort Meade Rd Ofc Ofc,Laurel,MD,20707,+1-301-776-6440,"200 Fort Meade Rd Ofc Ofc,Laurel, MD 20707",1.0,1,http://www.yelp.com/biz/steward-towers-laurel-2
Summerlyn Place,14709 Shiloh Court,Laurel,MD,20708,+1-888-821-3679,"14709 Shiloh Court,#X1,Laurel, MD 20708",1.0,2,http://www.yelp.com/biz/summerlyn-place-laurel
2200 Columbia Pike,2200 Columbia Pike,Arlington,VA,22204,+1-703-920-5411,"2200 Columbia Pike,Columbia Heights,Arlington, VA 22204",2.5,2,http://www.yelp.com/biz/2200-columbia-pike-arlington
Dudley Pro Realty,3322 Wheeler Road SE,Washington,DC,20032,+1-202-562-7130,"3322 Wheeler Road SE,Washington, DC 20032",1.0,1,http://www.yelp.com/biz/dudley-pro-realty-washington
The Paramount,1425 South Eads Street,Arlington,VA,22202,+1-888-422-4125,"1425 South Eads Street,Pentagon City,Arlington, VA 22202",2.5,7,http://www.yelp.com/biz/the-paramount-arlington
Altavista Condominium Unit Owners Association,900 N Stafford St,Arlington,VA,22203,+1-703-522-2161,"900 N Stafford St,Ballston,Arlington, VA 22203",4.0,2,http://www.yelp.com/biz/altavista-condominium-unit-owners-association-arlington
Shawnee Apartments,700 S Courthouse Rd,Arlington,VA,22204,+1-703-979-1770,"700 S Courthouse Rd,Arlington, VA 22204",4.0,1,http://www.yelp.com/biz/shawnee-apartments-arlington
Dorchester Apartments,2040 Columbia Pike,Arlington,VA,22204,+1-703-920-0230,"2040 Columbia Pike,Columbia Heights,Arlington, VA 22204",2.5,5,http://www.yelp.com/biz/dorchester-apartments-arlington
Horizon East & West,4300 Old Dominion Dr,Arlington,VA,22207,+1-703-527-2353,"4300 Old Dominion Dr,Arlington, VA 22207",1.5,2,http://www.yelp.com/biz/horizon-east-and-west-arlington
Willow Lake Apartments,13010 Old Stage Coach Rd,Laurel,MD,20708,+1-888-752-1288,"13010 Old Stage Coach Rd,Laurel, MD 20708",1.5,2,http://www.yelp.com/biz/willow-lake-apartments-laurel
Ten Twenty North Quincy Apts,1020 N Quincy St,Arlington,VA,22201,+1-703-522-6118,"1020 N Quincy St,Ballston,Arlington, VA 22201",2.0,1,http://www.yelp.com/biz/ten-twenty-north-quincy-apts-arlington
Horizon Square Apartments,3563 Laurel Fort Meade Rd Ste 121,Laurel,MD,20724,+1-410-792-2844,"3563 Laurel Fort Meade Rd Ste 121,Laurel, MD 20724",1.0,1,http://www.yelp.com/biz/horizon-square-apartments-laurel
The Abby,3621 Newark St NW,Washington,DC,20016,+1-202-686-3698,"3621 Newark St NW,Washington, DC 20016",1.0,4,http://www.yelp.com/biz/the-abby-washington
